x,y,y_pred
-150,-150,0.6901382215576966
-149,-150,0.6901382215576966
-148,-150,0.6901382215576966
-147,-150,0.6901382215576966
-146,-150,0.6901382215576966
-145,-150,0.6901382215576966
-144,-150,0.6901382215576966
-143,-150,0.6901382215576966
-142,-150,0.6901382215576966
-141,-150,0.6901382215576966
-140,-150,0.6901382215576966
-139,-150,0.6901382215576966
-138,-150,0.6901382215576966
-137,-150,0.6901382215576966
-136,-150,0.6901382215576966
-135,-150,0.6901382215576966
-134,-150,0.6901382215576966
-133,-150,0.6901382215576966
-132,-150,0.6901382215576966
-131,-150,0.6901382215576966
-130,-150,0.6901382215576966
-129,-150,0.6901382215576966
-128,-150,0.6901382215576966
-127,-150,0.6901382215576966
-126,-150,0.6901382215576966
-125,-150,0.6901382215576966
-124,-150,0.6901382215576966
-123,-150,0.6901382215576966
-122,-150,0.6901382215576966
-121,-150,0.6901382215576966
-120,-150,0.6906647636068185
-119,-150,0.6906647636068185
-118,-150,0.6893344785706484
-117,-150,0.6893344785706484
-116,-150,0.6893344785706484
-115,-150,0.6893344785706484
-114,-150,0.6902469827282472
-113,-150,0.6902469827282472
-112,-150,0.6929531300635342
-111,-150,0.6929531300635342
-110,-150,0.6929531300635342
-109,-150,0.6929531300635342
-108,-150,0.6929531300635342
-107,-150,0.6929531300635342
-106,-150,0.6929531300635342
-105,-150,0.6929531300635342
-104,-150,0.6929531300635342
-103,-150,0.6929531300635342
-102,-150,0.6929531300635342
-101,-150,0.6929531300635342
-100,-150,0.6929531300635342
-99,-150,0.6929531300635342
-98,-150,0.6929531300635342
-97,-150,0.6929531300635342
-96,-150,0.6929531300635342
-95,-150,0.6929531300635342
-94,-150,0.6929531300635342
-93,-150,0.6929531300635342
-92,-150,0.6929531300635342
-91,-150,0.6929531300635342
-90,-150,0.6929531300635342
-89,-150,0.6929531300635342
-88,-150,0.6929531300635342
-87,-150,0.6929531300635342
-86,-150,0.6977369613720872
-85,-150,0.6936185157060752
-84,-150,0.6936185157060752
-83,-150,0.6936185157060752
-82,-150,0.6936185157060752
-81,-150,0.6936185157060752
-80,-150,0.6936185157060752
-79,-150,0.6936185157060752
-78,-150,0.6936185157060752
-77,-150,0.6936185157060752
-76,-150,0.6936185157060752
-75,-150,0.6936185157060752
-74,-150,0.6936185157060752
-73,-150,0.6936185157060752
-72,-150,0.6936185157060752
-71,-150,0.6934057684643651
-70,-150,0.6934057684643651
-69,-150,0.6928821082011153
-68,-150,0.6928821082011153
-67,-150,0.6928821082011153
-66,-150,0.6928821082011153
-65,-150,0.6928821082011153
-64,-150,0.6928821082011153
-63,-150,0.6928821082011153
-62,-150,0.6928821082011153
-61,-150,0.6928821082011153
-60,-150,0.6928821082011153
-59,-150,0.6928821082011153
-58,-150,0.6928821082011153
-57,-150,0.6928821082011153
-56,-150,0.6928821082011153
-55,-150,0.6928821082011153
-54,-150,0.6928821082011153
-53,-150,0.6928821082011153
-52,-150,0.6928821082011153
-51,-150,0.6928821082011153
-50,-150,0.6928821082011153
-49,-150,0.6928821082011153
-48,-150,0.6928821082011153
-47,-150,0.6928821082011153
-46,-150,0.6928821082011153
-45,-150,0.6928821082011153
-44,-150,0.6928821082011153
-43,-150,0.6928821082011153
-42,-150,0.6928821082011153
-41,-150,0.6928821082011153
-40,-150,0.6928821082011153
-39,-150,0.6928821082011153
-38,-150,0.6928821082011153
-37,-150,0.6928821082011153
-36,-150,0.6928821082011153
-35,-150,0.6928821082011153
-34,-150,0.6928821082011153
-33,-150,0.6928821082011153
-32,-150,0.6928821082011153
-31,-150,0.6926363682093748
-30,-150,0.6926363682093748
-29,-150,0.6926363682093748
-28,-150,0.6926363682093748
-27,-150,0.6926363682093748
-26,-150,0.6926363682093748
-25,-150,0.6926363682093748
-24,-150,0.6926363682093748
-23,-150,0.6926363682093748
-22,-150,0.6926363682093748
-21,-150,0.6926363682093748
-20,-150,0.6926363682093748
-19,-150,0.6926363682093748
-18,-150,0.6926363682093748
-17,-150,0.6936318037771296
-16,-150,0.6947276526697387
-15,-150,0.6955171063680022
-14,-150,1.0201013693086196
-13,-150,
-12,-150,1.0201013693086196
-11,-150,0.6955171063680022
-10,-150,0.6947276526697387
-9,-150,0.6936318037771296
-8,-150,0.6926363682093748
-7,-150,0.6926363682093748
-6,-150,0.6926363682093748
-5,-150,0.6926363682093748
-4,-150,0.6936318037771296
-3,-150,0.6947276526697387
-2,-150,0.6955171063680022
-1,-150,1.0428849297234486
0,-150,
1,-150,
2,-150,1.0428849297234486
3,-150,0.6955171063680022
4,-150,0.6947276526697387
5,-150,0.6942515359224909
6,-150,0.6932561003547361
7,-150,0.6932561003547361
8,-150,0.6932561003547361
9,-150,0.6932561003547361
10,-150,0.6942515359224909
11,-150,0.6953473848151
12,-150,0.6961368385133633
13,-150,1.0299889747487818
14,-150,
15,-150,
16,-150,
17,-150,
18,-150,
19,-150,
20,-150,
21,-150,
22,-150,
23,-150,
24,-150,
25,-150,
26,-150,
27,-150,
28,-150,
29,-150,
30,-150,
31,-150,
32,-150,
33,-150,
34,-150,
35,-150,
36,-150,
37,-150,
38,-150,
39,-150,
40,-150,
41,-150,
42,-150,
43,-150,
44,-150,
45,-150,
46,-150,
47,-150,
48,-150,
49,-150,
50,-150,
51,-150,
52,-150,
53,-150,
54,-150,
55,-150,
56,-150,
57,-150,
58,-150,
59,-150,
60,-150,
61,-150,
62,-150,
63,-150,
64,-150,
65,-150,
66,-150,
67,-150,
68,-150,
69,-150,
70,-150,
71,-150,
72,-150,
73,-150,
74,-150,
75,-150,
76,-150,
77,-150,
78,-150,
79,-150,
80,-150,
81,-150,
82,-150,
83,-150,
84,-150,
85,-150,
86,-150,
87,-150,
88,-150,
89,-150,
90,-150,
91,-150,
92,-150,
93,-150,
94,-150,
95,-150,
96,-150,
97,-150,
98,-150,
99,-150,
100,-150,
101,-150,
102,-150,
103,-150,
104,-150,
105,-150,
106,-150,
107,-150,
108,-150,
109,-150,
110,-150,
111,-150,
112,-150,
113,-150,
114,-150,
115,-150,
116,-150,
117,-150,
118,-150,
119,-150,
120,-150,
121,-150,
122,-150,
123,-150,
124,-150,
125,-150,
126,-150,
127,-150,
128,-150,
129,-150,
130,-150,
131,-150,
132,-150,
133,-150,
134,-150,
135,-150,
136,-150,
137,-150,
138,-150,
139,-150,
140,-150,
141,-150,
142,-150,
143,-150,
144,-150,
145,-150,
146,-150,
147,-150,
148,-150,
149,-150,
150,-150,
-150,-149,0.6901382215576966
-149,-149,0.6901382215576966
-148,-149,0.6901382215576966
-147,-149,0.6901382215576966
-146,-149,0.6901382215576966
-145,-149,0.6901382215576966
-144,-149,0.6901382215576966
-143,-149,0.6901382215576966
-142,-149,0.6901382215576966
-141,-149,0.6901382215576966
-140,-149,0.6901382215576966
-139,-149,0.6901382215576966
-138,-149,0.6901382215576966
-137,-149,0.6901382215576966
-136,-149,0.6901382215576966
-135,-149,0.6901382215576966
-134,-149,0.6901382215576966
-133,-149,0.6901382215576966
-132,-149,0.6901382215576966
-131,-149,0.6901382215576966
-130,-149,0.6901382215576966
-129,-149,0.6901382215576966
-128,-149,0.6901382215576966
-127,-149,0.6901382215576966
-126,-149,0.6901382215576966
-125,-149,0.6901382215576966
-124,-149,0.6901382215576966
-123,-149,0.6901382215576966
-122,-149,0.6901382215576966
-121,-149,0.6906647636068185
-120,-149,0.6906647636068185
-119,-149,0.6893344785706484
-118,-149,0.6893344785706484
-117,-149,0.6893344785706484
-116,-149,0.6893344785706484
-115,-149,0.6902469827282472
-114,-149,0.6929531300635342
-113,-149,0.6929531300635342
-112,-149,0.6929531300635342
-111,-149,0.6929531300635342
-110,-149,0.6929531300635342
-109,-149,0.6929531300635342
-108,-149,0.6929531300635342
-107,-149,0.6929531300635342
-106,-149,0.6929531300635342
-105,-149,0.6929531300635342
-104,-149,0.6929531300635342
-103,-149,0.6929531300635342
-102,-149,0.6929531300635342
-101,-149,0.6929531300635342
-100,-149,0.6929531300635342
-99,-149,0.6929531300635342
-98,-149,0.6929531300635342
-97,-149,0.6929531300635342
-96,-149,0.6929531300635342
-95,-149,0.6929531300635342
-94,-149,0.6929531300635342
-93,-149,0.6929531300635342
-92,-149,0.6929531300635342
-91,-149,0.6929531300635342
-90,-149,0.6929531300635342
-89,-149,0.6929531300635342
-88,-149,0.6929531300635342
-87,-149,0.6929531300635342
-86,-149,0.6977369613720872
-85,-149,0.6936185157060752
-84,-149,0.6936185157060752
-83,-149,0.6936185157060752
-82,-149,0.6936185157060752
-81,-149,0.6936185157060752
-80,-149,0.6936185157060752
-79,-149,0.6936185157060752
-78,-149,0.6936185157060752
-77,-149,0.6934057684643651
-76,-149,0.6934057684643651
-75,-149,0.6928821082011153
-74,-149,0.6928821082011153
-73,-149,0.6928821082011153
-72,-149,0.6928821082011153
-71,-149,0.6928821082011153
-70,-149,0.6928821082011153
-69,-149,0.6928821082011153
-68,-149,0.6928821082011153
-67,-149,0.6928821082011153
-66,-149,0.6928821082011153
-65,-149,0.6928821082011153
-64,-149,0.6928821082011153
-63,-149,0.6928821082011153
-62,-149,0.6928821082011153
-61,-149,0.6928821082011153
-60,-149,0.6928821082011153
-59,-149,0.6928821082011153
-58,-149,0.6928821082011153
-57,-149,0.6928821082011153
-56,-149,0.6928821082011153
-55,-149,0.6928821082011153
-54,-149,0.6928821082011153
-53,-149,0.6928821082011153
-52,-149,0.6928821082011153
-51,-149,0.6928821082011153
-50,-149,0.6928821082011153
-49,-149,0.6928821082011153
-48,-149,0.6928821082011153
-47,-149,0.6928821082011153
-46,-149,0.6928821082011153
-45,-149,0.6928821082011153
-44,-149,0.6928821082011153
-43,-149,0.6928821082011153
-42,-149,0.6928821082011153
-41,-149,0.6928821082011153
-40,-149,0.6928821082011153
-39,-149,0.6928821082011153
-38,-149,0.6928821082011153
-37,-149,0.6928821082011153
-36,-149,0.6928821082011153
-35,-149,0.6928821082011153
-34,-149,0.6928821082011153
-33,-149,0.6928821082011153
-32,-149,0.6926363682093748
-31,-149,0.6926363682093748
-30,-149,0.6926363682093748
-29,-149,0.6926363682093748
-28,-149,0.6926363682093748
-27,-149,0.6926363682093748
-26,-149,0.6926363682093748
-25,-149,0.6926363682093748
-24,-149,0.6926363682093748
-23,-149,0.6926363682093748
-22,-149,0.6926363682093748
-21,-149,0.6926363682093748
-20,-149,0.6926363682093748
-19,-149,0.6926363682093748
-18,-149,0.6926363682093748
-17,-149,0.6936318037771296
-16,-149,0.6947276526697387
-15,-149,0.6955171063680022
-14,-149,1.032570609952529
-13,-149,
-12,-149,1.032570609952529
-11,-149,0.6955171063680022
-10,-149,0.6947276526697387
-9,-149,0.6936318037771296
-8,-149,0.6926363682093748
-7,-149,0.6926363682093748
-6,-149,0.6926363682093748
-5,-149,0.6926363682093748
-4,-149,0.6936318037771296
