id,price,updatedAt,createdAt,expiresAt,owner,nft,parcel,updatedAt_dt,x,y,parcel_id
0x2d045ed581a733266c25da2b8a161af4fae13d4327486e69cbbb6d6a75d4a104,9999.0,1650731664,1650731664,1653350400.0,0xe6944ad18257ba893cb434ae2536ffbcecadda30,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907841700384190328656281702847355233010450422', 'x': '-35', 'y': '-10'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907841700384190328656281702847355233010450422', 'x': '-35', 'y': '-10'}",2022-04-23,-35,-10,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907841700384190328656281702847355233010450422
0x72f548d8c7008cd374405a64ab64a19a5206c4a16ef7016b232a406afabef0bb,29620.0,1650745505,1650745505,1653004800.0,0x534a0b86494a8a10bb9ec50eb2d37fef30095f79,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907852929702298719625575994209400481361428495', 'x': '-1', 'y': '15'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907852929702298719625575994209400481361428495', 'x': '-1', 'y': '15'}",2022-04-23,-1,15,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907852929702298719625575994209400481361428495
0xc2f0d9afe1fced4ac9164d3dfaa9525e3d9fd853b8d1d7372f23eb45e8138f57,4999.0,1650756557,1650756557,1653264000.0,0x5ce213893956bbf4249a7f8a079331280065eec6,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-29264283555200707857850216239132066185251', 'x': '86', 'y': '35'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-29264283555200707857850216239132066185251', 'x': '86', 'y': '35'}",2022-04-23,86,35,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-29264283555200707857850216239132066185251
0x409decbc6c242333409f5ce997de3792fc15c92704039dc0bdea50a05e743677,5888.0,1650756586,1650756586,1653264000.0,0x5ce213893956bbf4249a7f8a079331280065eec6,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907811074971167444194569999132686373871419359', 'x': '-125', 'y': '-33'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907811074971167444194569999132686373871419359', 'x': '-125', 'y': '-33'}",2022-04-23,-125,-33,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907811074971167444194569999132686373871419359
0xf456855be08d8976d7d642b29bc223e1333182f2edaa2099847de1a6d814f022,6689.999999999999,1650756633,1650756633,1653264000.0,0x5ce213893956bbf4249a7f8a079331280065eec6,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-12930729942995661611608235082407192035297', 'x': '37', 'y': '-31'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-12930729942995661611608235082407192035297', 'x': '37', 'y': '-31'}",2022-04-23,37,-31,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-12930729942995661611608235082407192035297
0x6c40360995aa8ca2cac5b597c1fd2c56b638e550d46c22b6999941e1d3cf372c,10000.0,1650764988,1650764988,1653264000.0,0x3b25cb78b512ec009cb4b61e8dec487fd05bb286,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-12590447576074723148144860474975423823946', 'x': '37', 'y': '74'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-12590447576074723148144860474975423823946', 'x': '37', 'y': '74'}",2022-04-24,37,74,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-12590447576074723148144860474975423823946
0xbb25a4020d6dfcc8e614089a8b776721c6dfcec7a9e510fa1bdb6cf86d355541,4200.0,1650766232,1650766232,1653350400.0,0xafb87bbfb6c7e718eee5d3332ccc3ac0586bc3ba,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-21097506749098184734729225660769629110149', 'x': '61', 'y': '-123'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-21097506749098184734729225660769629110149', 'x': '61', 'y': '-123'}",2022-04-24,61,-123,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-21097506749098184734729225660769629110149
0xb433076bd792b9204fb91dde67c8bf256f87c5693d2b7481471ed484e93dc442,7889.999999999999,1650766253,1650766253,1651363200.0,0x5fe2660c017567591fbe33281c630603dfc823de,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907835235019218830825475898729814029414432874', 'x': '-53', 'y': '106'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907835235019218830825475898729814029414432874', 'x': '-53', 'y': '106'}",2022-04-24,-53,106,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907835235019218830825475898729814029414432874
0xf4b54b86bea94f430cc37da337421553fcb8d42a12119a6072f77b08349dcc4f,4198.0,1650774434,1650774434,1652659200.0,0x534a0b86494a8a10bb9ec50eb2d37fef30095f79,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907838637842888040210110532475888347096547301', 'x': '-44', 'y': '-27'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907838637842888040210110532475888347096547301', 'x': '-44', 'y': '-27'}",2022-04-24,-44,-27,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907838637842888040210110532475888347096547301
0xf7b9a01e54d673697ce3d1d360506a3c031e0c8b8333e12fc84ac9513c98709d,4000.0,1650775060,1650775060,1672444800.0,0x6b0d103f6e23218e0a1742f1897bfccbf009c0c0,"{'parcel': {'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907841019819456486779354776098140369474027594', 'x': '-36', 'y': '74'}}","{'id': 'parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907841019819456486779354776098140369474027594', 'x': '-36', 'y': '74'}",2022-04-24,-36,74,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-115792089237316195423570985008687907841019819456486779354776098140369474027594
